order_id,item_id,seller_id,buyer_id,cantidad,precio,order_date
7394,433,4263,719,4,794,2020-06-03
7395,403,3815,825,2,653,2020-12-20
7396,793,1959,1715,2,284,2020-11-03
7397,1412,6688,8238,1,493,2020-11-08
7398,921,9573,4263,4,706,2020-02-10
7399,632,587,5307,1,960,2020-01-08
7400,1424,18,7849,1,267,2020-07-29
7401,347,7089,3585,1,541,2020-04-08
7402,1360,7122,3081,4,972,2020-11-15
7403,1091,5111,7812,1,637,2020-07-11
7404,880,1177,9973,1,263,2020-07-11
7405,1129,1559,7605,2,667,2020-04-16
7406,565,648,7499,2,343,2020-09-10
7407,443,4910,7576,4,311,2020-03-09
7408,439,1669,2948,2,886,2020-01-22
7409,720,1821,7819,1,792,2020-12-09
7410,409,8878,2281,1,647,2020-05-27
7411,15,9403,346,4,593,2020-03-27
7412,1015,1197,364,1,820,2020-12-25
7413,1376,3616,8696,4,539,2020-07-25
7414,431,9182,6254,4,294,2020-10-18
7415,424,1844,3082,1,986,2020-04-14
7416,1215,6382,7789,4,202,2020-10-24
7417,271,7594,7577,2,447,2020-06-09
7418,1183,7375,2693,4,989,2020-10-01
7419,959,8768,8481,2,781,2020-07-29
7420,1484,6261,6259,4,469,2020-06-27
7421,368,5068,3538,3,147,2020-06-15
7422,748,18,6209,1,195,2020-10-14
7423,424,1844,245,3,986,2020-01-10
7424,31,1844,5013,1,281,2020-01-22
7425,1096,5111,4308,3,362,2020-03-14
7426,1382,1275,7619,1,870,2020-12-19
7427,1096,5111,2639,1,362,2020-02-12
7428,1267,4944,9143,4,659,2020-11-19
7429,1253,3511,6699,2,216,2020-11-03
7430,788,7501,3275,3,690,2020-04-24
7431,379,4744,9668,2,623,2020-04-06
7432,239,7973,7929,2,915,2020-04-13
7433,578,1976,3717,2,667,2020-02-22
7434,1168,1695,9085,1,445,2020-12-22
7435,829,6873,2109,1,611,2020-05-27
7436,1099,4940,7113,1,889,2020-07-09
7437,224,8904,3661,4,679,2020-02-12
7438,291,288,802,4,146,2020-08-31
7439,244,7252,5215,2,618,2020-04-02
7440,1384,698,8746,4,139,2020-04-07
7441,1060,7594,1462,2,315,2020-05-05
7442,139,8270,6852,3,955,2020-09-27
7443,1066,6113,1585,3,125,2020-08-12
7444,317,4763,7968,1,332,2020-09-01
7445,699,1846,6894,4,394,2020-05-20
7446,852,3422,5440,1,494,2020-11-25
7447,1158,5142,1363,1,757,2020-11-03
7448,437,6253,3353,4,647,2020-05-19
7449,9,9822,3691,2,728,2020-12-11
7450,1255,895,4092,3,440,2020-01-03
7451,1189,8385,8584,4,401,2020-05-19
7452,453,3617,6117,4,492,2020-07-22
7453,130,3789,7142,3,757,2020-09-29
7454,1303,7513,4732,2,502,2020-04-28
7455,1307,5200,6816,4,523,2020-12-10
7456,973,300,9115,4,809,2020-09-25
7457,809,6962,1813,4,761,2020-03-01
7458,1114,3792,4006,1,219,2020-09-13
7459,212,7694,2494,4,900,2020-06-06
7460,1229,3057,3056,3,699,2020-06-25
7461,1046,3736,4123,1,873,2020-11-24
7462,1139,5967,7544,2,433,2020-02-25
7463,867,3837,8033,2,843,2020-01-17
7464,111,1967,320,2,186,2020-02-22
7465,335,9348,5657,4,354,2020-02-11
7466,297,6261,6286,3,601,2020-07-10
7467,1297,4758,83,2,435,2020-02-18
7468,1078,4934,9514,3,971,2020-03-05
7469,986,3543,96,3,864,2020-07-18
7470,137,6149,2457,2,968,2020-11-15
7471,154,160,1611,3,792,2020-10-03
7472,536,9900,1396,2,515,2020-07-15
7473,832,4303,7293,2,151,2020-10-24
7474,862,3354,1181,2,616,2020-11-04
7475,563,4558,6405,1,843,2020-10-22
7476,226,3129,3505,1,127,2020-11-04
7477,895,7325,4603,3,807,2020-12-16
7478,346,4127,3553,3,381,2020-02-28
7479,922,1585,8522,2,267,2020-07-06
7480,468,2384,929,3,599,2020-04-30
7481,771,3066,8930,2,991,2020-07-15
7482,107,1276,4688,3,721,2020-08-12
7483,252,348,6865,2,930,2020-11-12
7484,602,8096,5716,1,404,2020-06-02
7485,39,1555,1950,2,999,2020-12-16
7486,887,9777,8906,4,581,2020-04-06
7487,801,3910,1243,1,820,2020-10-09
7488,1377,2395,9,2,431,2020-06-30
7489,663,4127,6878,1,462,2020-03-28
7490,729,7844,7234,2,158,2020-12-20
7491,1270,1557,1847,2,145,2020-08-09
7492,83,6925,9695,1,307,2020-06-24
7493,499,1063,753,3,606,2020-12-26
7494,1341,2897,9807,1,286,2020-09-05
7495,99,348,6706,2,338,2020-08-14
7496,1097,3239,6134,3,428,2020-04-04
7497,458,2705,7577,1,485,2020-05-14
7498,729,7844,5531,2,158,2020-07-15
7499,1195,5010,7374,2,667,2020-12-12
7500,1077,2059,4192,1,246,2020-03-25
7501,1233,2301,1612,3,335,2020-05-22
7502,1217,4767,9594,1,289,2020-06-30
7503,63,6744,7193,4,338,2020-08-20
7504,475,9991,1821,1,475,2020-09-19
7505,326,1669,6427,3,725,2020-08-30
7506,946,1275,2104,3,165,2020-06-10
7507,516,1892,2763,1,441,2020-03-26
7508,678,5175,1962,3,508,2020-01-06
7509,264,3787,8113,3,952,2020-09-19
7510,532,5719,2301,3,553,2020-06-20
7511,1240,3833,5802,2,598,2020-08-23
7512,534,7632,816,3,944,2020-06-15
7513,767,9322,5052,1,639,2020-03-11
7514,890,3418,6464,2,477,2020-06-12
7515,449,8918,3989,3,711,2020-09-26
7516,1013,6130,3733,1,600,2020-03-26
7517,1468,8687,7152,2,972,2020-12-20
7518,142,7262,9559,3,531,2020-12-16
7519,101,4267,6724,3,830,2020-04-10
7520,875,2599,5750,4,255,2020-08-11
7521,840,5746,4490,3,267,2020-04-18
7522,221,2447,5091,4,917,2020-01-24
7523,888,1197,1409,3,272,2020-04-08
7524,1080,6815,483,1,470,2020-10-06
7525,664,288,9060,4,164,2020-12-28
7526,372,5877,1805,1,893,2020-12-02
7527,503,3078,2174,2,832,2020-02-26
7528,414,4771,5140,3,983,2020-08-26
7529,870,5017,1916,1,493,2020-12-14
7530,720,1821,2667,3,792,2020-10-10
7531,716,3078,5260,4,823,2020-09-13
7532,387,9293,1357,2,526,2020-12-22
7533,286,2211,5283,1,942,2020-07-02
7534,581,5152,6368,1,625,2020-12-19
7535,1018,8048,6695,3,374,2020-02-18
7536,943,1959,81,2,449,2020-02-09
7537,127,4212,5381,1,672,2020-09-10
7538,278,4934,2810,2,110,2020-06-29
7539,360,2250,3715,3,802,2020-12-22
7540,596,8048,8134,3,436,2020-08-15
7541,829,6873,2231,4,611,2020-11-02
7542,805,4767,9778,4,473,2020-06-19
7543,132,9261,7436,4,429,2020-07-10
7544,1217,4767,4809,3,289,2020-05-27
7545,1201,7881,8803,1,667,2020-07-20
7546,1018,8048,6524,1,374,2020-02-01
7547,1228,8531,5814,2,118,2020-10-31
7548,289,1938,9566,4,670,2020-04-13
7549,873,2707,9798,4,121,2020-12-24
7550,1028,4794,8900,4,164,2020-06-02
7551,1423,9155,9305,4,190,2020-12-13
7552,1085,8768,9109,4,242,2020-06-30
7553,818,1976,6052,1,622,2020-01-17
7554,592,8766,2110,4,463,2020-12-06
7555,606,3229,9864,2,748,2020-11-26
7556,360,2250,7730,2,802,2020-12-23
7557,1103,9570,3671,3,456,2020-05-28
7558,318,4157,3008,3,883,2020-05-06
7559,587,6761,8615,3,629,2020-04-12
7560,363,7489,8211,2,233,2020-01-24
7561,1173,4758,8333,3,777,2020-09-28
7562,22,6889,3515,2,211,2020-01-14
7563,392,3285,9832,1,787,2020-01-03
7564,751,951,5272,2,813,2020-07-15
7565,296,7719,2837,2,512,2020-03-06
7566,73,4966,2010,1,513,2020-01-12
7567,361,8266,6804,3,719,2020-06-08
7568,149,3089,8218,3,621,2020-12-30
7569,385,1270,794,4,362,2020-02-17
7570,611,5569,4937,1,245,2020-11-25
7571,1170,8766,5528,2,222,2020-04-02
7572,243,6809,8783,3,640,2020-09-23
7573,458,2705,128,4,485,2020-10-21
7574,893,2640,3819,3,150,2020-02-12
7575,281,1281,5419,4,986,2020-06-19
7576,581,5152,9475,2,625,2020-05-19
7577,1337,344,1945,3,974,2020-07-21
7578,708,6873,3343,2,786,2020-08-23
7579,333,7169,2404,3,168,2020-02-07
7580,923,3939,1030,3,832,2020-12-20
7581,278,4934,6848,1,110,2020-02-19
7582,105,6633,6686,2,468,2020-05-19
7583,1125,9319,7810,3,429,2020-11-11
7584,486,261,9283,1,303,2020-05-13
7585,1074,6633,3630,3,738,2020-12-21
7586,1480,9276,1730,1,751,2020-01-10
7587,150,7465,8415,3,294,2020-11-06
7588,207,4697,6725,4,663,2020-06-18
7589,720,1821,6031,1,792,2020-08-04
7590,121,2466,7464,1,958,2020-07-04
7591,651,5950,3593,1,628,2020-05-17
7592,1213,9762,9132,2,642,2020-07-27
7593,15,9403,1531,2,593,2020-11-26
7594,767,9322,993,1,639,2020-11-21
7595,119,5342,8422,2,320,2020-12-26
7596,1109,8386,6343,1,649,2020-09-19
7597,900,3354,5730,1,910,2020-01-11
7598,471,9413,5958,2,279,2020-12-27
7599,88,481,4892,4,918,2020-04-14
7600,816,481,230,3,500,2020-10-11
7601,1015,1197,4284,2,820,2020-09-15
7602,1216,9174,1247,1,650,2020-09-17
7603,657,5204,2501,4,579,2020-09-28
7604,1156,8386,7544,4,436,2020-07-17
7605,1108,6480,6427,1,613,2020-02-15
7606,381,3586,3453,2,217,2020-04-05
7607,1421,8768,9838,2,834,2020-02-29
7608,560,8570,1219,1,862,2020-02-11
7609,188,9122,1545,1,951,2020-10-29
7610,507,6382,7442,2,867,2020-03-15
7611,1409,3285,2644,2,997,2020-10-03
7612,219,9004,8214,1,675,2020-04-28
7613,737,4643,8050,4,163,2020-05-03
7614,1172,5569,4264,3,650,2020-10-30
7615,111,1967,333,4,186,2020-05-23
7616,884,9906,9310,1,161,2020-09-02
7617,886,4758,6555,1,632,2020-05-03
7618,219,9004,894,3,675,2020-01-01
7619,792,3149,4901,2,365,2020-03-13
7620,684,5119,6151,1,134,2020-11-21
7621,948,3939,9685,1,294,2020-01-29
7622,730,9777,7175,2,755,2020-03-26
7623,129,5342,9414,3,541,2020-07-08
7624,1493,5072,8308,1,364,2020-10-13
7625,250,587,2502,2,413,2020-04-24
7626,637,8685,476,1,732,2020-09-03
7627,638,8875,1595,1,945,2020-07-11
7628,343,8904,1161,2,865,2020-03-22
7629,1266,7710,4238,3,311,2020-09-22
7630,560,8570,9479,4,862,2020-08-06
7631,100,1069,9458,4,930,2020-09-02
7632,1160,5129,9111,3,573,2020-06-21
7633,931,8092,5673,2,281,2020-03-31
7634,274,5680,4637,2,735,2020-10-10
7635,495,7784,3880,1,787,2020-09-27
7636,1152,6864,6013,2,595,2020-02-05
7637,416,5626,6189,3,427,2020-03-04
7638,182,5010,3974,3,947,2020-01-19
7639,134,8196,7300,1,601,2020-07-19
7640,113,4758,1014,4,753,2020-10-11
7641,1013,6130,9849,1,600,2020-08-20
7642,948,3939,5517,1,294,2020-09-23
7643,1294,3356,8416,3,812,2020-05-25
7644,1269,3239,1400,4,548,2020-08-29
7645,184,9557,5498,4,813,2020-02-02
7646,249,5680,1970,1,950,2020-05-10
7647,219,9004,3132,1,675,2020-03-08
7648,1346,689,4301,3,910,2020-03-08
7649,1085,8768,2244,3,242,2020-12-10
7650,1184,7270,8088,4,672,2020-10-28
7651,919,6480,266,3,683,2020-07-28
7652,1285,8603,9744,2,871,2020-09-21
7653,762,3129,7999,4,120,2020-06-19
7654,1468,8687,5802,2,972,2020-08-10
7655,667,7221,4893,1,674,2020-03-15
7656,949,1627,3552,1,727,2020-10-07
7657,137,6149,5197,2,968,2020-04-05
7658,785,3651,8572,2,639,2020-12-05
7659,1214,5129,9950,2,328,2020-02-13
7660,1118,8570,248,1,870,2020-10-27
7661,824,3651,5158,4,605,2020-01-14
7662,1116,3222,5422,2,398,2020-05-18
7663,289,1938,7114,2,670,2020-12-07
7664,1265,7765,7873,3,647,2020-07-30
7665,325,4799,6515,1,904,2020-01-20
7666,11,7553,1961,4,744,2020-03-09
7667,718,5500,4531,2,822,2020-03-17
7668,897,4263,7869,3,650,2020-11-01
7669,543,3129,551,3,757,2020-11-20
7670,656,1627,6846,4,522,2020-07-18
7671,783,2599,966,4,270,2020-02-29
7672,1140,9276,9203,3,478,2020-01-11
7673,1027,9812,7133,3,860,2020-07-10
7674,221,2447,8418,1,917,2020-10-12
7675,1359,6257,8561,1,916,2020-08-17
7676,380,2447,6994,1,281,2020-02-12
7677,1257,7169,2364,1,598,2020-12-15
7678,81,3087,1901,3,386,2020-06-16
7679,226,3129,2383,2,127,2020-08-31
7680,1201,7881,808,4,667,2020-02-19
7681,313,5746,7954,1,333,2020-10-17
7682,419,4920,2055,2,352,2020-08-19
7683,214,4697,2216,4,679,2020-02-20
7684,602,8096,943,1,404,2020-03-10
7685,1341,2897,4208,1,286,2020-05-09
7686,586,7755,4646,1,333,2020-12-04
7687,1007,6761,6235,2,455,2020-09-27
7688,589,2334,5714,4,321,2020-06-24
7689,1053,9041,1014,1,211,2020-05-22
7690,917,1092,3117,3,610,2020-02-14
7691,1016,133,5860,4,640,2020-09-01
7692,413,9004,9742,1,665,2020-11-23
7693,583,2830,614,3,230,2020-08-08
7694,1100,8685,5774,4,768,2020-10-06
7695,281,1281,1431,2,986,2020-10-13
7696,1300,9082,5622,2,115,2020-10-27
7697,1189,8385,5485,3,401,2020-09-20
7698,21,1892,2304,3,936,2020-07-26
7699,777,5200,8525,1,577,2020-04-02
7700,782,9793,9269,1,570,2020-09-07
7701,596,8048,5425,2,436,2020-02-10
7702,488,2231,8425,3,611,2020-05-15
7703,1470,1197,6517,2,499,2020-04-05
7704,587,6761,6886,2,629,2020-06-27
7705,1078,4934,5941,1,971,2020-11-19
7706,789,6979,2269,2,832,2020-07-28
7707,1383,2475,449,2,774,2020-10-29
7708,105,6633,2860,1,468,2020-10-13
7709,318,4157,6442,2,883,2020-09-14
7710,1356,6654,6454,2,127,2020-08-14
7711,831,8397,6661,4,223,2020-01-08
7712,812,6188,1696,1,379,2020-02-10
7713,27,4838,9170,1,962,2020-01-10
7714,395,392,9641,1,435,2020-02-20
7715,808,7719,2930,1,966,2020-10-18
7716,1325,1019,9047,3,287,2020-08-14
7717,577,8441,4068,4,769,2020-08-12
7718,1144,9900,1643,3,694,2020-11-18
7719,863,8875,5963,1,704,2020-01-31
7720,923,3939,3213,2,832,2020-08-26
7721,793,1959,4629,2,284,2020-03-18
7722,1368,4564,8098,4,525,2020-02-24
7723,680,4846,8016,4,178,2020-12-12
7724,1320,6188,9106,3,691,2020-08-08
7725,1311,7632,6574,4,933,2020-04-06
7726,577,8441,4858,1,769,2020-08-22
7727,60,300,4301,1,536,2020-11-11
7728,447,5508,4595,2,216,2020-04-12
7729,1414,3129,5886,1,827,2020-01-27
7730,319,9906,5597,2,109,2020-04-20
7731,164,7375,6217,1,507,2020-05-08
7732,970,7960,6382,1,999,2020-07-19
7733,939,9554,7913,1,278,2020-11-03
7734,269,7654,8741,3,146,2020-08-13
7735,1326,9797,3944,4,884,2020-05-24
7736,360,2250,1442,1,802,2020-11-29
7737,345,1281,1992,3,985,2020-03-29
7738,310,2928,9707,4,931,2020-11-05
7739,1408,9570,7492,2,651,2020-03-29
7740,635,230,3935,3,957,2020-10-10
7741,1400,230,6100,1,823,2020-02-20
7742,824,3651,3020,3,605,2020-12-08
7743,844,648,4650,4,458,2020-08-21
7744,690,5680,7363,4,537,2020-06-12
7745,560,8570,7826,1,862,2020-12-08
7746,302,2897,4343,4,513,2020-10-02
7747,1184,7270,416,1,672,2020-03-18
7748,1261,8385,8160,1,763,2020-04-01
7749,800,7937,2677,2,127,2020-10-04
7750,239,7973,1233,2,915,2020-04-17
7751,1079,4600,4116,3,493,2020-02-16
7752,540,1844,4130,2,262,2020-08-31
7753,976,806,3397,4,395,2020-04-11
7754,1144,9900,9531,3,694,2020-11-05
7755,1196,1646,7083,2,535,2020-11-11
7756,1017,6611,7971,1,736,2020-09-06
7757,361,8266,1028,4,719,2020-12-19
7758,1287,4865,1598,4,603,2020-02-10
7759,355,6253,3462,1,600,2020-08-31
7760,1390,7360,246,3,919,2020-09-06
7761,1469,8939,3375,2,216,2020-10-04
7762,1040,7219,3014,1,791,2020-09-22
7763,38,7650,696,1,632,2020-02-25
7764,1196,1646,1376,1,535,2020-08-16
7765,284,5119,446,4,611,2020-10-02
7766,1252,1092,8409,2,232,2020-04-06
7767,52,5342,303,3,773,2020-04-22
7768,1253,3511,345,2,216,2020-07-08
7769,1068,86,9211,1,833,2020-01-08
7770,563,4558,4510,3,843,2020-03-02
7771,1184,7270,8049,3,672,2020-02-14
7772,499,1063,1266,4,606,2020-10-23
7773,245,857,9734,4,252,2020-10-24
7774,656,1627,4709,1,522,2020-08-26
7775,625,7973,7361,1,597,2020-03-07
7776,484,6889,6180,1,217,2020-09-16
7777,1124,9261,6728,4,235,2020-07-03
7778,438,2200,7934,4,785,2020-09-01
7779,442,300,687,3,915,2020-10-27
7780,902,5983,8699,3,884,2020-07-10
7781,816,481,760,1,500,2020-01-02
7782,998,7755,1883,1,746,2020-11-03
7783,574,8190,7133,1,963,2020-07-06
7784,86,6688,3159,3,998,2020-06-30
7785,416,5626,5923,1,427,2020-01-19
7786,16,8048,4856,3,477,2020-02-18
7787,1155,7360,9942,2,136,2020-09-30
7788,1211,2063,9529,2,709,2020-05-13
7789,1168,1695,4724,1,445,2020-11-03
7790,1136,7937,9925,4,927,2020-06-19
7791,638,8875,6190,4,945,2020-06-05
7792,855,5261,8879,1,789,2020-03-12
7793,1486,6869,6105,2,133,2020-05-27
7794,651,5950,1320,4,628,2020-11-07
7795,1341,2897,9884,2,286,2020-07-23
7796,415,2882,6544,1,609,2020-07-30
7797,532,5719,486,1,553,2020-05-07
7798,881,8939,2192,4,189,2020-11-03
7799,1001,7856,5291,4,766,2020-06-23
7800,564,7219,5015,4,877,2020-12-30
7801,1347,8048,489,2,975,2020-12-30
7802,476,8878,1925,4,742,2020-09-09
7803,647,6869,9799,4,167,2020-06-26
7804,683,9059,7798,4,684,2020-11-02
7805,893,2640,9831,1,150,2020-08-16
7806,1476,2926,3953,2,325,2020-03-17
7807,1152,6864,611,3,595,2020-07-01
7808,1275,6648,178,3,195,2020-09-18
7809,1332,4506,4406,4,879,2020-01-18
7810,604,5104,7627,3,234,2020-05-14
7811,1058,6011,4488,3,568,2020-05-23
7812,793,1959,7507,2,284,2020-08-17
7813,1099,4940,5317,4,889,2020-04-07
7814,388,4267,9583,2,520,2020-05-17
7815,19,4643,5196,4,121,2020-08-17
7816,1076,2007,6718,3,761,2020-08-17
7817,555,8397,6314,1,505,2020-06-04
7818,189,3354,4417,4,550,2020-11-16
7819,136,4564,3474,4,162,2020-08-15
7820,290,8879,8301,4,652,2020-12-11
7821,1130,1585,2163,2,330,2020-12-07
7822,759,3888,2110,3,853,2020-01-17
7823,768,2065,2289,1,389,2020-09-10
7824,190,1846,8007,3,560,2020-12-27
7825,422,4920,9607,4,493,2020-03-28
7826,370,9112,6799,1,944,2020-06-23
7827,694,1139,4434,3,826,2020-08-28
7828,1263,2839,2317,3,396,2020-01-12
7829,1166,2416,9015,3,506,2020-11-19
7830,492,7611,2580,1,272,2020-05-05
7831,1122,7142,3080,2,143,2020-02-13
7832,825,2211,4611,2,502,2020-02-25
7833,366,5967,4821,2,565,2020-07-10
7834,794,8918,5459,2,164,2020-07-24
7835,1352,1892,5415,4,429,2020-12-11
7836,1171,1400,431,4,627,2020-12-13
7837,502,1747,6277,2,970,2020-12-06
7838,176,41,4641,4,945,2020-01-26
7839,1415,9322,9190,3,267,2020-01-24
7840,961,2705,4781,1,196,2020-12-26
7841,265,8603,4686,1,694,2020-02-16
7842,1312,3939,5899,1,649,2020-02-06
7843,825,2211,2907,3,502,2020-11-28
7844,519,1321,4596,4,972,2020-01-15
7845,204,3833,3494,3,146,2020-01-06
7846,1173,4758,2343,2,777,2020-01-15
7847,633,2813,2018,2,433,2020-01-17
7848,940,5057,8050,4,782,2020-12-19
7849,16,8048,8737,4,477,2020-02-11
7850,536,9900,7287,4,515,2020-09-20
7851,488,2231,3681,4,611,2020-01-14
7852,1125,9319,7120,4,429,2020-06-17
7853,462,8096,6713,1,533,2020-01-19
7854,1187,1052,9952,4,197,2020-04-14
7855,920,9041,1872,4,462,2020-02-01
7856,813,344,1336,2,229,2020-07-20
7857,341,3138,7976,3,819,2020-08-09
7858,475,9991,1000,3,475,2020-06-27
7859,618,1197,864,1,272,2020-05-20
7860,935,9924,994,1,633,2020-04-01
7861,189,3354,2241,4,550,2020-04-11
7862,466,5057,8758,4,944,2020-11-04
7863,1009,3418,3131,3,699,2020-02-24
7864,1233,2301,3038,3,335,2020-04-24
7865,472,9174,6836,2,595,2020-10-19
7866,505,9900,1459,4,596,2020-03-16
7867,804,5119,8614,1,579,2020-08-28
7868,480,8128,1937,1,533,2020-10-05
7869,747,8518,151,3,402,2020-10-02
7870,1482,5803,8057,2,715,2020-10-15
7871,787,6293,2329,3,570,2020-08-22
7872,445,3884,2919,3,507,2020-05-29
7873,264,3787,2675,4,952,2020-05-24
7874,1196,1646,6128,2,535,2020-08-03
7875,37,6784,7841,4,370,2020-10-09
7876,1352,1892,6137,4,429,2020-10-15
7877,913,1052,3099,1,186,2020-08-27
7878,354,3418,5358,1,656,2020-11-19
7879,503,3078,6434,2,832,2020-07-10
7880,1328,4506,8590,2,431,2020-03-06
7881,703,4744,2089,3,960,2020-02-04
7882,447,5508,617,3,216,2020-01-29
7883,613,9293,7184,3,111,2020-02-23
7884,804,5119,9024,2,579,2020-02-28
7885,22,6889,7035,2,211,2020-02-18
7886,674,1332,1872,4,726,2020-11-16
7887,138,7489,8166,1,854,2020-11-17
7888,1368,4564,7466,3,525,2020-09-29
7889,293,5761,240,3,237,2020-07-05
7890,862,3354,470,1,616,2020-05-27
7891,654,9413,773,2,149,2020-04-06
7892,1314,1094,6722,3,284,2020-04-26
7893,1487,3229,8396,1,854,2020-12-03
7894,61,9920,3070,1,311,2020-07-12
7895,497,5818,6197,2,165,2020-08-29
7896,441,8269,1802,2,932,2020-09-04
7897,1389,8241,8532,3,488,2020-01-08
7898,107,1276,1399,4,721,2020-12-28
7899,993,160,8335,3,538,2020-09-01
7900,1456,6688,1087,2,438,2020-02-04
7901,1413,9006,7216,1,840,2020-10-04
7902,532,5719,6138,4,553,2020-03-25
7903,868,5077,8046,1,424,2020-04-30
7904,1254,9276,3623,2,918,2020-12-04
7905,29,4799,787,4,301,2020-12-22
7906,1230,7240,5291,3,288,2020-01-19
7907,1240,3833,5297,2,598,2020-03-14
7908,273,9558,4187,2,534,2020-02-23
7909,985,9322,1397,3,395,2020-12-20
7910,940,5057,1925,1,782,2020-01-06
7911,842,1802,8578,3,393,2020-09-21
7912,718,5500,2540,1,822,2020-05-30
7913,279,6784,7978,4,399,2020-07-06
7914,1024,3853,855,3,665,2020-10-25
7915,1128,8766,1933,1,974,2020-07-29
7916,1415,9322,4956,2,267,2020-06-05
7917,313,5746,882,3,333,2020-12-12
7918,516,1892,8210,1,441,2020-03-15
7919,1265,7765,6003,2,647,2020-08-07
7920,1288,367,9429,4,569,2020-07-23
7921,1254,9276,441,1,918,2020-11-24
7922,1196,1646,4293,1,535,2020-07-21
7923,1168,1695,364,1,445,2020-06-20
7924,949,1627,8391,2,727,2020-04-04
7925,695,86,4845,1,521,2020-05-11
7926,927,6744,2064,3,727,2020-10-04
7927,652,5274,7940,4,380,2020-02-07
7928,327,1505,9341,4,986,2020-09-20
7929,1337,344,9247,3,974,2020-10-08
7930,1047,4966,7192,1,639,2020-02-26
7931,547,5077,5550,3,264,2020-07-27
7932,4,6550,1146,2,938,2020-08-12
7933,1140,9276,9317,3,478,2020-07-14
7934,1189,8385,9193,4,401,2020-03-21
7935,949,1627,5693,3,727,2020-12-10
7936,690,5680,7199,2,537,2020-01-24
7937,268,5129,4779,2,464,2020-10-25
7938,1070,1332,1181,1,334,2020-03-28
7939,297,6261,3798,1,601,2020-02-18
7940,1300,9082,4816,2,115,2020-01-04
7941,1421,8768,6136,1,834,2020-02-24
7942,494,3129,4614,1,329,2020-12-21
7943,885,8745,1162,4,698,2020-04-22
7944,1,9527,3096,2,445,2020-10-21
7945,170,8048,6724,1,143,2020-09-08
7946,298,6124,5807,3,317,2020-09-18
7947,288,288,3522,1,198,2020-03-02
7948,1124,9261,4031,4,235,2020-05-03
7949,62,1646,4271,4,564,2020-02-27
7950,264,3787,7317,4,952,2020-03-28
7951,261,9582,8973,4,904,2020-08-17
7952,39,1555,1321,3,999,2020-09-18
7953,17,7318,1372,3,719,2020-07-05
7954,841,3423,483,4,410,2020-08-30
7955,725,9301,8243,4,346,2020-11-09
7956,828,4940,1691,4,680,2020-12-23
7957,831,8397,9496,2,223,2020-01-18
7958,401,5591,5412,4,245,2020-03-28
7959,235,2811,7000,2,296,2020-06-29
7960,1402,9319,3748,3,112,2020-11-27
7961,142,7262,1957,2,531,2020-07-06
7962,838,5412,8795,1,608,2020-02-14
7963,1169,6925,2819,2,871,2020-01-18
7964,1321,6962,4470,3,458,2020-10-13
7965,1461,7169,7237,4,588,2020-11-07
7966,1488,3919,6672,4,359,2020-09-02
7967,131,698,5481,2,894,2020-01-03
7968,1164,6633,2139,3,262,2020-02-17
7969,983,6979,4420,4,438,2020-03-26
7970,741,481,6184,2,831,2020-06-29
7971,285,6541,9651,4,958,2020-10-21
7972,272,7270,3376,2,570,2020-02-15
7973,299,3815,6833,2,787,2020-01-12
7974,506,6869,109,1,899,2020-09-26
7975,196,6815,734,3,793,2020-10-28
7976,131,698,1752,2,894,2020-10-14
7977,1307,5200,7885,1,523,2020-03-19
7978,490,4821,4901,2,637,2020-06-04
7979,687,3853,859,1,157,2020-07-08
7980,903,8377,9002,2,624,2020-11-03
7981,811,8703,6514,4,907,2020-04-10
7982,567,9596,9556,1,273,2020-08-19
7983,483,230,4870,4,876,2020-10-16
7984,1093,7169,9939,4,969,2020-11-26
7985,365,4539,3871,2,584,2020-12-13
7986,792,3149,5272,4,365,2020-07-03
7987,812,6188,2535,3,379,2020-11-23
7988,1263,2839,8440,4,396,2020-05-03
7989,806,8646,2100,2,390,2020-03-31
7990,1007,6761,8487,2,455,2020-07-07
7991,638,8875,9452,2,945,2020-10-17
7992,378,6442,5232,1,406,2020-01-31
7993,729,7844,7695,2,158,2020-10-12
7994,573,1821,37,1,693,2020-11-26
7995,230,3422,4351,4,969,2020-07-12
7996,905,5261,9105,2,591,2020-04-07
7997,1182,7318,847,3,130,2020-02-11
7998,1317,3426,2907,1,141,2020-06-07
7999,987,5808,7751,4,592,2020-11-05
8000,1067,3792,7091,2,559,2020-11-09
8001,1407,5010,2726,3,639,2020-08-24
8002,1344,3910,482,4,265,2020-12-15
8003,1211,2063,8026,1,709,2020-08-21
8004,183,3426,8667,1,879,2020-04-13
8005,772,1916,1867,3,284,2020-12-25
8006,575,8441,9822,1,999,2020-01-17
8007,128,1505,6097,1,758,2020-10-24
8008,891,160,9141,1,166,2020-05-04
8009,189,3354,1394,1,550,2020-02-09
8010,1143,2447,8669,3,708,2020-07-09
8011,619,4758,8733,2,629,2020-05-10
8012,108,8390,8947,1,517,2020-04-10
8013,1099,4940,9393,4,889,2020-11-20
8014,1081,8481,1946,1,562,2020-05-06
8015,744,4156,3776,3,446,2020-09-14
8016,102,4600,1170,3,578,2020-02-25
8017,1108,6480,9177,3,613,2020-08-30
8018,838,5412,9692,3,608,2020-09-23
8019,1342,3133,316,2,233,2020-06-13
8020,509,1286,5648,3,839,2020-03-22
8021,776,3813,1537,3,250,2020-04-10
8022,1240,3833,1134,4,598,2020-11-05
8023,876,3354,7255,3,213,2020-02-28
